Flag Tsunami,Year,Month,Day,Coordinates,Latitude,Longitude,EQ Primary,Country,State,Location name,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Coordinates
,1990,05,20,"5.121, 32.145",5.121,32.145,7.1,SUDAN,,"SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",31,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,31,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),"5.121, 32.145"
,1990,05,24,"5.358, 31.848",5.358,31.848,7,SUDAN,,"SUDAN:  JUBA, KAPENGURIA",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),"5.358, 31.848"
,1990,06,14,"11.76, 121.899",11.76,121.899,7.1,PHILIPPINES,,"PHILIPPINES:  CULASI, PANAY",4,Few (~1 to 50 deaths),,,15,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,4,Few (~1 to 50 deaths),,,15,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,"11.76, 121.899"
Tsunami,1990,06,20,"36.957, 49.409",36.957,49.409,7.3,IRAN,,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",40000,Very Many (~1001 or more deaths),,,105000,Very Many (~1001 or more deaths),7200,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,40000,Very Many (~1001 or more deaths),,,105000,Very Many (~1001 or more deaths),7200.000,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,"36.957, 49.409"
,1990,07,16,"15.679, 121.172",15.679,121.172,7.8,PHILIPPINES,,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",2412,Very Many (~1001 or more deaths),,,3000,Very Many (~1001 or more deaths),369.6,EXTREME (~$25 million or more),,,,,2412,Very Many (~1001 or more deaths),,,3000,Very Many (~1001 or more deaths),369.600,EXTREME (~$25 million or more),,,,,"15.679, 121.172"
,1990,12,30,"-5.097, 150.967",-5.097,150.967,7.5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-5.097, 150.967"
,1991,01,05,"23.613, 95.901",23.613,95.901,7.1,MYANMAR (BURMA),,"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,32,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,32,Few (~1 to 50 houses),"23.613, 95.901"
Tsunami,1991,04,22,"9.685, -83.073",9.685,-83.073,7.6,COSTA RICA,,"COSTA RICA:  LIMON, PANDORA;  PANAMA",87,Some (~51 to 100 deaths),,,895,Many (~101 to 1000 deaths),510,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,90,Some (~51 to 100 deaths),,,895,Many (~101 to 1000 deaths),510.000,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,"9.685, -83.073"
,1991,04,29,"42.453, 43.673",42.453,43.673,7,GEORGIA,,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",270,Many (~101 to 1000 deaths),,,,,1700,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,270,Many (~101 to 1000 deaths),,,,,1700.000,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,"42.453, 43.673"
,1991,06,20,"1.196, 122.787",1.196,122.787,7.5,INDONESIA,,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",,,,,,,,SEVERE (~>$5 to $24 million),,,1500,Very Many (~1001 or more houses),,,,,,,,SEVERE (~>$5 to $24 million),,,1500,Very Many (~1001 or more houses),"1.196, 122.787"
Tsunami,1991,10,14,"-9.094, 158.442",-9.094,158.442,7.2,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-9.094, 158.442"
,1991,10,19,"30.78, 78.774",30.78,78.774,7,INDIA,,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",2000,Very Many (~1001 or more deaths),,,1800,Very Many (~1001 or more deaths),60,EXTREME (~$25 million or more),7500,Very Many (~1001 or more houses),7500,Very Many (~1001 or more houses),2000,Very Many (~1001 or more deaths),,,1800,Very Many (~1001 or more deaths),60.000,EXTREME (~$25 million or more),7500,Very Many (~1001 or more houses),,,"30.78, 78.774"
Tsunami,1991,12,22,"45.533, 151.021",45.533,151.021,7.6,RUSSIA,,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",,,,,,,,,,,,,,,,,,,,,,,,,"45.533, 151.021"
Tsunami,1992,04,25,"40.368, -124.316",40.368,-124.316,7.1,USA,CA,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",,,,,98,Some (~51 to 100 deaths),75,EXTREME (~$25 million or more),,,,,,,,,98,Some (~51 to 100 deaths),75.000,EXTREME (~$25 million or more),,,,,"40.368, -124.316"
Tsunami,1992,05,17,"7.191, 126.762",7.191,126.762,7.5,PHILIPPINES,,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),12,Few (~1 to 50 houses),,,"7.191, 126.762"
,1992,05,25,"19.613, -77.872",19.613,-77.872,7,CUBA,,"CUBA:  PILON, MANZANILLO",,,,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,820,Many (~101 to 1000 houses),,,,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,820,Many (~101 to 1000 houses),"19.613, -77.872"
Tsunami,1992,05,27,"-11.122, 165.239",-11.122,165.239,7,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-11.122, 165.239"
,1992,06,28,"34.201, -116.436",34.201,-116.436,7.6,USA,CA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",3,Few (~1 to 50 deaths),,,400,Many (~101 to 1000 deaths),92,EXTREME (~$25 million or more),,,,,3,Few (~1 to 50 deaths),,,400,Many (~101 to 1000 deaths),92.000,EXTREME (~$25 million or more),,,,,"34.201, -116.436"
Tsunami,1992,07,18,"39.419, 143.33",39.419,143.33,7,JAPAN,,JAPAN:  HONSHU ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,"39.419, 143.33"
,1992,08,19,"42.142, 73.575",42.142,73.575,7.5,KYRGYZSTAN,,KYRGYZSTAN:  TOLUK,75,Some (~51 to 100 deaths),,,,,130,EXTREME (~$25 million or more),8200,Very Many (~1001 or more houses),,,75,Some (~51 to 100 deaths),,,,,130.000,EXTREME (~$25 million or more),8200,Very Many (~1001 or more houses),,,"42.142, 73.575"
Tsunami,1992,09,02,"11.727, -87.386",11.727,-87.386,7.7,NICARAGUA,,NICARAGUA:  MASACHAPA; COSTA RICA,,Few (~1 to 50 deaths),,,,,,,,,,,170,Many (~101 to 1000 deaths),,,489,Many (~101 to 1000 deaths),30.000,EXTREME (~$25 million or more),1500,Very Many (~1001 or more houses),,,"11.727, -87.386"
,1992,09,11,"-6.087, 26.651",-6.087,26.651,7,CONGO,,CONGO:  KABALO,8,Few (~1 to 50 deaths),,,37,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,8,Few (~1 to 50 deaths),,,37,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,"-6.087, 26.651"
,1992,10,17,"6.845, -76.806",6.845,-76.806,7,COLOMBIA,,"COLOMBIA:  MURINDO, CALI",,,,,20,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,,,,,20,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,"6.845, -76.806"
,1992,10,18,"7.075, -76.862",7.075,-76.862,7.4,COLOMBIA,,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",11,Few (~1 to 50 deaths),,,115,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,11,Few (~1 to 50 deaths),,,115,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,"7.075, -76.862"
Tsunami,1992,12,12,"-8.48, 121.896",-8.48,121.896,7.8,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",1000,Very Many (~1001 or more deaths),,,500,Many (~101 to 1000 deaths),100,EXTREME (~$25 million or more),31785,Very Many (~1001 or more houses),,,2500,Very Many (~1001 or more deaths),,,2103,Very Many (~1001 or more deaths),100.000,EXTREME (~$25 million or more),31785,Very Many (~1001 or more houses),,,"-8.48, 121.896"
,1993,01,15,"43.3, 143.691",43.3,143.691,7.6,JAPAN,,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",2,Few (~1 to 50 deaths),,,,,358,EXTREME (~$25 million or more),,,,,2,Few (~1 to 50 deaths),,,,,358.000,EXTREME (~$25 million or more),,,,,"43.3, 143.691"
Tsunami,1993,06,08,"51.218, 157.829",51.218,157.829,7.5,RUSSIA,,RUSSIA:  KAMCHATKA,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,,,,,"51.218, 157.829"
Tsunami,1993,07,12,"42.851, 139.197",42.851,139.197,7.7,JAPAN,,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,23,Many (~101 to 1000 deaths),,,233,Many (~101 to 1000 deaths),1207,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,231,Many (~101 to 1000 deaths),,,233,Many (~101 to 1000 deaths),1207.000,EXTREME (~$25 million or more),2374,Very Many (~1001 or more houses),,,"42.851, 139.197"
Tsunami,1993,08,08,"12.982, 144.801",12.982,144.801,7.8,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",,,,,48,Few (~1 to 50 deaths),250,EXTREME (~$25 million or more),,,,,,,,,48,Few (~1 to 50 deaths),250.000,EXTREME (~$25 million or more),,,,,"12.982, 144.801"
,1993,09,10,"14.717, -92.645",14.717,-92.645,7.2,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,1,Few (~1 to 50 deaths),,,3,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,1,Few (~1 to 50 deaths),,,3,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,"14.717, -92.645"
Tsunami,1993,11,13,"51.934, 158.647",51.934,158.647,7,RUSSIA,,RUSSIA:  KAMCHATKA,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"51.934, 158.647"
Tsunami,1994,01,21,"1.015, 127.733",1.015,127.733,7,INDONESIA,,INDONESIA:  KAU,9,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,550,Many (~101 to 1000 houses),9,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,550,Many (~101 to 1000 houses),"1.015, 127.733"
,1994,03,09,"-18.039, -178.413",-18.039,-178.413,7.6,FIJI,,FIJI ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-18.039, -178.413"
Tsunami,1994,06,02,"-10.477, 112.835",-10.477,112.835,7.8,INDONESIA,,INDONESIA:  JAVA,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,238,Many (~101 to 1000 deaths),,,423,Many (~101 to 1000 deaths),2.200,MODERATE (~$1 to $5 million),1500,Very Many (~1001 or more houses),,,"-10.477, 112.835"
,1994,06,09,"-13.841, -67.553",-13.841,-67.553,8.2,BOLIVIA,,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",5,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,,,5,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,,,"-13.841, -67.553"
Tsunami,1994,09,01,"40.402, -125.68",40.402,-125.68,7,USA,CA,CALIFORNIA:  NORTH:  HONEYDEW,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"40.402, -125.68"
Tsunami,1994,10,04,"43.773, 147.321",43.773,147.321,8.3,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,11,Few (~1 to 50 deaths),,,382,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,,,11,Few (~1 to 50 deaths),,,382,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,,,"43.773, 147.321"
Tsunami,1994,10,09,"43.905, 147.916",43.905,147.916,7.3,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"43.905, 147.916"
Tsunami,1994,11,14,"13.525, 121.067",13.525,121.067,7.1,PHILIPPINES,,PHILIPPINES:  MINDORO,81,Some (~51 to 100 deaths),,,225,Many (~101 to 1000 deaths),3.7,MODERATE (~$1 to $5 million),797,Many (~101 to 1000 houses),3288,Very Many (~1001 or more houses),81,Some (~51 to 100 deaths),,,225,Many (~101 to 1000 deaths),3.700,MODERATE (~$1 to $5 million),797,Many (~101 to 1000 houses),3288,Very Many (~1001 or more houses),"13.525, 121.067"
Tsunami,1994,12,28,"40.525, 143.419",40.525,143.419,7.8,JAPAN,,JAPAN:  HONSHU,3,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),170.4,EXTREME (~$25 million or more),,,,,3,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),170.400,EXTREME (~$25 million or more),,,,,"40.525, 143.419"
,1995,02,05,"-37.759, 178.752",-37.759,178.752,7.1,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,,,,,,,,,,,,,,,,,,,,,,,,,"-37.759, 178.752"
Tsunami,1995,04,07,"-15.199, -173.529",-15.199,-173.529,7.4,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,,,,,,,,,,,,,,,,,,,,,,,,,"-15.199, -173.529"
Tsunami,1995,04,21,"12.059, 125.58",12.059,125.58,7.2,PHILIPPINES,,PHILIPPINES:  SAMAR,,,,,,,,,,,,,,,,,,,,,,,,,"12.059, 125.58"
Tsunami,1995,05,16,"-23.008, 169.9",-23.008,169.9,7.7,NEW CALEDONIA,,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,,,,,,,,,,,,,,,,,,,,,,,,,"-23.008, 169.9"
Tsunami,1995,05,27,"52.629, 142.827",52.629,142.827,7.1,RUSSIA,,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",1989,Very Many (~1001 or more deaths),,,750,Many (~101 to 1000 deaths),300,EXTREME (~$25 million or more),,,,,1989,Very Many (~1001 or more deaths),,,750,Many (~101 to 1000 deaths),300.000,EXTREME (~$25 million or more),,,,,"52.629, 142.827"
Tsunami,1995,07,30,"-23.34, -70.294",-23.34,-70.294,8,CHILE,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",3,Few (~1 to 50 deaths),,,58,Some (~51 to 100 deaths),1.66,MODERATE (~$1 to $5 million),115,Many (~101 to 1000 houses),,,3,Few (~1 to 50 deaths),,,,,1.791,MODERATE (~$1 to $5 million),115,Many (~101 to 1000 houses),,,"-23.34, -70.294"
Tsunami,1995,08,16,"-5.799, 154.178",-5.799,154.178,7.7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-5.799, 154.178"
Tsunami,1995,09,14,"16.779, -98.597",16.779,-98.597,7.4,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",3,Few (~1 to 50 deaths),,,100,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,3,,,,100,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,"16.779, -98.597"
,1995,10,03,"-2.75, -77.881",-2.75,-77.881,7,ECUADOR,,ECUADOR:  QUITO,2,Few (~1 to 50 deaths),,,5,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),83,Some (~51 to 100 houses),,,2,Few (~1 to 50 deaths),,,5,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),83,Some (~51 to 100 houses),,,"-2.75, -77.881"
Tsunami,1995,10,09,"19.055, -104.205",19.055,-104.205,8,MEXICO,,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",49,Some (~51 to 100 deaths),,,200,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,50,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,"19.055, -104.205"
Tsunami,1995,10,18,"27.929, 130.175",27.929,130.175,7.1,JAPAN,,JAPAN:  RYUKU IS.,,,,,1,Few (~1 to 50 deaths),,,,,,,,,,,1,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"27.929, 130.175"
Tsunami,1995,11,22,"28.826, 34.799",28.826,34.799,7.2,EGYPT,,EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,11,Few (~1 to 50 deaths),,,47,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,11,Few (~1 to 50 deaths),,,47,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Few (~1 to 50 houses),,,"28.826, 34.799"
Tsunami,1995,12,03,"44.663, 149.3",44.663,149.3,7.9,RUSSIA,,"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",,,,,,,,,,,,,,,,,,,,,,,,,"44.663, 149.3"
Tsunami,1996,01,01,"0.729, 119.931",0.729,119.931,7.9,INDONESIA,,"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,9,Few (~1 to 50 deaths),,,63,Some (~51 to 100 deaths),1.200,MODERATE (~$1 to $5 million),400,Many (~101 to 1000 houses),,,"0.729, 119.931"
Tsunami,1996,02,17,"-0.891, 136.952",-0.891,136.952,8.2,INDONESIA,,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",54,Some (~51 to 100 deaths),,,423,Many (~101 to 1000 deaths),4.2,MODERATE (~$1 to $5 million),5043,Very Many (~1001 or more houses),,,164,Many (~101 to 1000 deaths),,,423,Many (~101 to 1000 deaths),4.200,MODERATE (~$1 to $5 million),5043,Very Many (~1001 or more houses),,,"-0.891, 136.952"
Tsunami,1996,02,21,"-9.593, -79.587",-9.593,-79.587,7.5,PERU,,"PERU:  NORTHERN:  CHIMBOTE, CALLAO",,,,,,,,,,,,,12,Few (~1 to 50 deaths),,,57,Some (~51 to 100 deaths),,,15,Few (~1 to 50 houses),22,Few (~1 to 50 houses),"-9.593, -79.587"
Tsunami,1996,02,25,"15.978, -98.07",15.978,-98.07,7.1,MEXICO,,MEXICO:  OFF COAST OF GUERRERO,,,,,,,,,,,,,,,,,,,,,,,,,"15.978, -98.07"
,1996,04,29,"-6.518, 154.999",-6.518,154.999,7.2,SOLOMON ISLANDS,,SOLOMON ISLANDS:  BOUGAINVILLE ISLAND,1,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,"-6.518, 154.999"
Tsunami,1996,06,10,"51.564, -177.632",51.564,-177.632,7.9,USA,AK,ALASKA:  ANDREANOF ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"51.564, -177.632"
Tsunami,1996,06,10,"51.478, -176.847",51.478,-176.847,7.3,USA,AK,ALASKA:  ANDREANOF ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"51.478, -176.847"
Tsunami,1996,11,12,"-14.993, -75.675",-14.993,-75.675,7.7,PERU,,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",14,Few (~1 to 50 deaths),,,560,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),,,4000,Very Many (~1001 or more houses),14,Few (~1 to 50 deaths),,,560,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),,,4000,Very Many (~1001 or more houses),"-14.993, -75.675"
,1997,01,11,"18.219, -102.756",18.219,-102.756,7.2,MEXICO,,"MEXICO:  MICHOACAN, ARTEAGA",1,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,"18.219, -102.756"
,1997,02,27,"29.976, 68.208",29.976,68.208,7.1,PAKISTAN,,"PAKISTAN:  HARNAI-SIBI, QUETTA",60,Some (~51 to 100 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),500,Many (~101 to 1000 houses),500,Many (~101 to 1000 houses),60,Some (~51 to 100 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),500,Many (~101 to 1000 houses),,,"29.976, 68.208"
Tsunami,1997,04,21,"-12.584, 166.676",-12.584,166.676,7.7,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),7,Few (~1 to 50 houses),,,"-12.584, 166.676"
,1997,05,10,"33.825, 59.809",33.825,59.809,7.2,IRAN,,"IRAN:  BIRJAND, GHAEN",1728,Very Many (~1001 or more deaths),,,2300,Very Many (~1001 or more deaths),100,EXTREME (~$25 million or more),10533,Very Many (~1001 or more houses),5474,Very Many (~1001 or more houses),1728,Very Many (~1001 or more deaths),,,2300,Very Many (~1001 or more deaths),100.000,EXTREME (~$25 million or more),10533,Very Many (~1001 or more houses),5474,Very Many (~1001 or more houses),"33.825, 59.809"
Tsunami,1997,07,09,"10.598, -63.486",10.598,-63.486,7,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,81,Some (~51 to 100 deaths),,,522,Many (~101 to 1000 deaths),81,EXTREME (~$25 million or more),,,,,81,Some (~51 to 100 deaths),,,522,Many (~101 to 1000 deaths),81.000,EXTREME (~$25 million or more),,,,,"10.598, -63.486"
Tsunami,1997,10,14,"-22.101, -176.772",-22.101,-176.772,7.7,TONGA,,TONGA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-22.101, -176.772"
,1997,10,15,"-30.933, -71.22",-30.933,-71.22,7.1,CHILE,,"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA",8,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),48,EXTREME (~$25 million or more),5000,Very Many (~1001 or more houses),15700,Very Many (~1001 or more houses),8,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),48.000,EXTREME (~$25 million or more),5000,Very Many (~1001 or more houses),15700,Very Many (~1001 or more houses),"-30.933, -71.22"
,1997,11,08,"35.069, 87.325",35.069,87.325,7.5,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),,,,,,,,,,,,,,,,,,,,,,,,,"35.069, 87.325"
,1997,11,25,"1.241, 122.536",1.241,122.536,7,INDONESIA,,"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,,,,,"1.241, 122.536"
Tsunami,1997,12,05,"54.841, 162.035",54.841,162.035,7.8,RUSSIA,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",,,,,,,,,,,,,,,,,,,,,,,,,"54.841, 162.035"
Tsunami,1998,03,25,"-62.877, 149.527",-62.877,149.527,8.1,ANTARCTICA,,BALLENY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-62.877, 149.527"
Tsunami,1998,05,03,"22.306, 125.308",22.306,125.308,7.5,TAIWAN,,TAIWAN,,,,,,,,,,,,,,,,,,,,,,,,,"22.306, 125.308"
Tsunami,1998,07,17,"-2.943, 142.582",-2.943,142.582,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SISSANO,,,,,,,,,,,,,1636,Very Many (~1001 or more deaths),,,1000,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,"-2.943, 142.582"
,1998,08,04,"-0.593, -80.393",-0.593,-80.393,7.2,ECUADOR,,"ECUADOR:  BAHIA DE CARAQUEZ, CANOA",3,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,Many (~101 to 1000 houses),3,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,Some (~51 to 100 houses),"-0.593, -80.393"
Tsunami,1998,11,29,"-2.071, 124.891",-2.071,124.891,7.7,INDONESIA,,"INDONESIA:  MANGOLE, MANADO, TALIABU",41,Few (~1 to 50 deaths),,,107,Many (~101 to 1000 deaths),200,EXTREME (~$25 million or more),1000,Many (~101 to 1000 houses),,,41,Few (~1 to 50 deaths),,,107,Many (~101 to 1000 deaths),200.000,EXTREME (~$25 million or more),1000,Many (~101 to 1000 houses),,,"-2.071, 124.891"
,1999,06,15,"18.386, -97.436",18.386,-97.436,7,MEXICO,,"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO",20,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),226.8,EXTREME (~$25 million or more),,,2000,Very Many (~1001 or more houses),20,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),226.800,EXTREME (~$25 million or more),,,2000,Very Many (~1001 or more houses),"18.386, -97.436"
Tsunami,1999,08,17,"40.76, 29.97",40.76,29.97,7.6,TURKEY,,"TURKEY:  ISTANBUL, KOCAELI, SAKARYA",17118,Very Many (~1001 or more deaths),,,50000,Very Many (~1001 or more deaths),20000,EXTREME (~$25 million or more),,,73342,Very Many (~1001 or more houses),17118,Very Many (~1001 or more deaths),,,50000,Very Many (~1001 or more deaths),20000.000,EXTREME (~$25 million or more),,,73342,Very Many (~1001 or more houses),"40.76, 29.97"
,1999,09,20,"23.772, 120.982",23.772,120.982,7.7,TAIWAN,,"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",2297,Very Many (~1001 or more deaths),,,8700,Very Many (~1001 or more deaths),14000,EXTREME (~$25 million or more),8200,,82000,Very Many (~1001 or more houses),2297,Very Many (~1001 or more deaths),,,8700,Very Many (~1001 or more deaths),14000.000,EXTREME (~$25 million or more),,,82000,Very Many (~1001 or more houses),"23.772, 120.982"
